Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0730       -30033.558   -30040.074        6.516   262.6
0.0740       -30033.574   -30039.924        6.349   255.8
0.0750       -30033.571   -30040.006        6.435   259.3
0.0760       -30033.542   -30040.428        6.886   277.5
0.0770       -30033.527   -30040.824        7.297   294.0
0.0780       -30033.559   -30040.832        7.273   293.1
0.0790       -30033.576   -30040.641        7.065   284.7
0.0800       -30033.588   -30040.492        6.904   278.2
0.0810       -30033.546   -30040.307        6.760   272.4
0.0820       -30033.565   -30040.027        6.462   260.4
0.0830       -30033.568   -30039.732        6.164   248.4
0.0840       -30033.565   -30039.738        6.173   248.7
0.0850       -30033.569   -30040.191        6.623   266.9
0.0860       -30033.565   -30040.732        7.168   288.8
0.0870       -30033.580   -30040.928        7.348   296.1
0.0880       -30033.598   -30040.770        7.171   289.0
0.0890       -30033.597   -30040.717        7.119   286.9
0.0900       -30033.609   -30040.771        7.162   288.6
0.0910       -30033.614   -30040.537        6.923   278.9
0.0920       -30033.602   -30040.080        6.478   261.0
0.0930       -30033.578   -30039.836        6.258   252.1
0.0940       -30033.573   -30040.062        6.490   261.5
0.0950       -30033.566   -30040.553        6.986   281.5
0.0960       -30033.570   -30040.793        7.223   291.0
0.0970       -30033.579   -30040.697        7.119   286.8
0.0980       -30033.581   -30040.707        7.126   287.1
0.0990       -30033.590   -30040.893        7.303   294.3
0.1000       -30033.590   -30040.605        7.015   282.7
0.1010       -30033.566   -30039.980        6.414   258.5
0.1020       -30033.589   -30039.672        6.083   245.1
0.1030       -30033.573   -30039.830        6.257   252.1
0.1040       -30033.563   -30040.191        6.628   267.1
0.1050       -30033.554   -30040.400        6.847   275.9
0.1060       -30033.527   -30040.473        6.946   279.9
0.1070       -30033.533   -30040.738        7.205   290.3
0.1080       -30033.533   -30041.111        7.578   305.3
0.1090       -30033.510   -30041.010        7.499   302.2
0.1100       -30033.500   -30040.541        7.041   283.7
0.1110       -30033.511   -30040.275        6.764   272.5
0.1120       -30033.529   -30040.371        6.842   275.7
0.1130       -30033.511   -30040.588        7.077   285.2
0.1140       -30033.494   -30040.697        7.203   290.2
0.1150       -30033.481   -30040.768        7.287   293.6
0.1160       -30033.494   -30040.979        7.484   301.6
0.1170       -30033.504   -30041.178        7.674   309.2
0.1180       -30033.531   -30041.164        7.633   307.6
0.1190       -30033.519   -30040.779        7.260   292.5
0.1200       -30033.530   -30040.408        6.879   277.2
0.1210       -30033.497   -30040.342        6.845   275.8
0.1220       -30033.534   -30040.459        6.925   279.0
0.1230       -30033.521   -30040.404        6.883   277.3
0.1240       -30033.517   -30040.416        6.899   278.0
0.1250       -30033.496   -30040.834        7.338   295.7
0.1260       -30033.451   -30041.352        7.900   318.3
0.1270       -30033.453   -30041.469        8.015   323.0
0.1280       -30033.451   -30041.248        7.797   314.2
0.1290       -30033.430   -30041.000        7.570   305.0
0.1300       -30033.435   -30041.035        7.601   306.3
0.1310       -30033.423   -30041.166        7.743   312.0
0.1320       -30033.443   -30041.016        7.573   305.1
0.1330       -30033.444   -30040.799        7.355   296.4
0.1340       -30033.480   -30041.127        7.647   308.1
0.1350       -30033.462   -30041.619        8.157   328.7
0.1360       -30033.464   -30041.484        8.020   323.2
0.1370       -30033.451   -30041.170        7.719   311.0
0.1380       -30033.481   -30040.973        7.492   301.9
0.1390       -30033.452   -30040.852        7.399   298.1
0.1400       -30033.459   -30040.836        7.377   297.2
0.1410       -30033.465   -30040.697        7.232   291.4
0.1420       -30033.494   -30040.430        6.936   279.5
0.1430       -30033.490   -30040.537        7.047   283.9
0.1440       -30033.511   -30040.992        7.481   301.4
0.1450       -30033.499   -30041.178        7.679   309.4
0.1460       -30033.480   -30041.244        7.764   312.8
0.1470       -30033.468   -30041.203        7.735   311.7
0.1480       -30033.505   -30040.947        7.442   299.9
0.1490       -30033.470   -30040.840        7.370   297.0
0.1500       -30033.406   -30040.801        7.395   298.0
0.1510       -30033.405   -30040.658        7.253   292.2
0.1520       -30033.427   -30040.561        7.133   287.4
0.1530       -30033.407   -30040.732        7.325   295.2
0.1540       -30033.400   -30041.018        7.618   307.0
0.1550       -30033.377   -30041.168        7.791   313.9
0.1560       -30033.403   -30041.176        7.772   313.2
0.1570       -30033.400   -30040.973        7.573   305.1
0.1580       -30033.436   -30040.768        7.332   295.4
0.1590       -30033.409   -30040.652        7.244   291.9
0.1600       -30033.425   -30040.508        7.083   285.4
0.1610       -30033.408   -30040.338        6.930   279.2
0.1620       -30033.400   -30040.305        6.905   278.2
0.1630       -30033.389   -30040.484        7.095   285.9
0.1640       -30033.405   -30040.744        7.339   295.7
0.1650       -30033.349   -30040.932        7.583   305.5
0.1660       -30033.363   -30041.104        7.740   311.9
0.1670       -30033.351   -30041.109        7.758   312.6
0.1680       -30033.358   -30041.031        7.673   309.2
0.1690       -30033.388   -30040.875        7.487   301.7
0.1700       -30033.405   -30040.754        7.348   296.1
0.1710       -30033.391   -30040.750        7.359   296.5
0.1720       -30033.414   -30040.822        7.409   298.5
0.1730       -30033.412   -30040.955        7.543   303.9
0.1740       -30033.405   -30041.221        7.816   314.9
0.1750       -30033.393   -30041.408        8.016   323.0
0.1760       -30033.404   -30041.467        8.062   324.9
0.1770       -30033.422   -30041.486        8.064   324.9
0.1780       -30033.416   -30041.275        7.859   316.7
0.1790       -30033.385   -30040.912        7.528   303.3
0.1800       -30033.374   -30040.727        7.353   296.3
0.1810       -30033.400   -30040.660        7.260   292.5
0.1820       -30033.410   -30040.541        7.131   287.3
0.1830       -30033.424   -30040.535        7.111   286.5
0.1840       -30033.411   -30040.629        7.218   290.8
0.1850       -30033.399   -30040.762        7.363   296.7
0.1860       -30033.354   -30040.916        7.562   304.7
0.1870       -30033.383   -30040.859        7.476   301.2
0.1880       -30033.397   -30040.650        7.254   292.3
0.1890       -30033.382   -30040.602        7.220   290.9
0.1900       -30033.354   -30040.658        7.304   294.3
0.1910       -30033.385   -30040.584        7.199   290.1
0.1920       -30033.380   -30040.533        7.153   288.2
0.1930       -30033.349   -30040.721        7.372   297.0
0.1940       -30033.357   -30041.041        7.684   309.6
0.1950       -30033.334   -30041.223        7.889   317.9
0.1960       -30033.347   -30041.244        7.897   318.2
0.1970       -30033.347   -30041.117        7.770   313.1
0.1980       -30033.349   -30040.971        7.621   307.1
0.1990       -30033.333   -30041.008        7.675   309.2
0.2000       -30033.332   -30041.020        7.687   309.7
