Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5780       -30025.041   -30045.922       20.881   841.4
0.5790       -30025.101   -30046.203       21.102   850.3
0.5800       -30025.149   -30046.652       21.503   866.4
0.5810       -30025.089   -30047.027       21.939   884.0
0.5820       -30025.127   -30047.191       22.065   889.1
0.5830       -30025.203   -30047.037       21.835   879.8
0.5840       -30025.250   -30046.570       21.321   859.1
0.5850       -30025.266   -30046.010       20.744   835.8
0.5860       -30025.239   -30045.664       20.425   823.0
0.5870       -30025.259   -30045.830       20.571   828.9
0.5880       -30025.219   -30046.488       21.269   857.0
0.5890       -30025.200   -30047.234       22.034   887.8
0.5900       -30025.266   -30047.605       22.340   900.1
0.5910       -30025.263   -30047.363       22.100   890.5
0.5920       -30025.276   -30046.557       21.281   857.5
0.5930       -30025.326   -30045.523       20.198   813.8
0.5940       -30025.401   -30044.914       19.513   786.3
0.5950       -30025.373   -30045.072       19.700   793.8
0.5960       -30025.422   -30045.764       20.342   819.6
0.5970       -30025.384   -30046.496       21.112   850.7
0.5980       -30025.350   -30046.957       21.607   870.6
0.5990       -30025.346   -30047.025       21.679   873.5
0.6000       -30025.353   -30046.707       21.354   860.4
0.6010       -30025.357   -30046.238       20.881   841.4
0.6020       -30025.315   -30045.963       20.648   832.0
0.6030       -30025.347   -30046.035       20.688   833.6
0.6040       -30025.360   -30046.275       20.915   842.8
0.6050       -30025.295   -30046.312       21.018   846.9
0.6060       -30025.261   -30045.998       20.737   835.6
0.6070       -30025.347   -30045.463       20.116   810.5
0.6080       -30025.378   -30045.127       19.749   795.8
0.6090       -30025.364   -30045.322       19.958   804.2
0.6100       -30025.410   -30045.900       20.490   825.6
0.6110       -30025.425   -30046.416       20.991   845.8
0.6120       -30025.462   -30046.672       21.210   854.6
0.6130       -30025.471   -30046.662       21.191   853.9
0.6140       -30025.500   -30046.650       21.150   852.2
0.6150       -30025.486   -30046.701       21.215   854.8
0.6160       -30025.500   -30046.814       21.315   858.9
0.6170       -30025.504   -30046.846       21.341   859.9
0.6180       -30025.524   -30046.613       21.090   849.8
0.6190       -30025.504   -30046.080       20.576   829.1
0.6200       -30025.496   -30045.402       19.907   802.1
0.6210       -30025.493   -30044.918       19.425   782.7
0.6220       -30025.516   -30044.828       19.312   778.2
0.6230       -30025.474   -30045.053       19.578   788.9
0.6240       -30025.467   -30045.316       19.850   799.8
0.6250       -30025.444   -30045.434       19.989   805.4
0.6260       -30025.478   -30045.336       19.858   800.2
0.6270       -30025.490   -30045.150       19.660   792.2
0.6280       -30025.516   -30045.164       19.648   791.7
0.6290       -30025.450   -30045.559       20.109   810.2
0.6300       -30025.528   -30046.213       20.685   833.5
0.6310       -30025.542   -30046.760       21.217   854.9
0.6320       -30025.553   -30046.869       21.316   858.9
0.6330       -30025.642   -30046.564       20.922   843.0
0.6340       -30025.682   -30046.201       20.519   826.8
0.6350       -30025.700   -30046.145       20.444   823.8
0.6360       -30025.703   -30046.439       20.736   835.5
0.6370       -30025.722   -30046.824       21.102   850.3
0.6380       -30025.713   -30046.982       21.269   857.0
0.6390       -30025.786   -30046.781       20.995   846.0
0.6400       -30025.806   -30046.379       20.572   828.9
0.6410       -30025.827   -30046.061       20.234   815.3
0.6420       -30025.855   -30046.057       20.202   814.0
0.6430       -30025.889   -30046.340       20.451   824.0
0.6440       -30025.955   -30046.719       20.764   836.7
0.6450       -30025.950   -30047.023       21.074   849.1
0.6460       -30025.950   -30047.102       21.152   852.3
0.6470       -30025.973   -30046.965       20.992   845.8
0.6480       -30025.958   -30046.713       20.754   836.3
0.6490       -30025.966   -30046.527       20.561   828.5
0.6500       -30025.961   -30046.395       20.434   823.4
0.6510       -30026.035   -30046.279       20.244   815.7
0.6520       -30026.010   -30046.203       20.193   813.7
0.6530       -30026.090   -30046.248       20.158   812.2
0.6540       -30026.062   -30046.326       20.264   816.5
0.6550       -30026.149   -30046.289       20.140   811.5
0.6560       -30026.169   -30046.055       19.885   801.2
0.6570       -30026.149   -30045.857       19.709   794.1
0.6580       -30026.263   -30045.875       19.612   790.2
0.6590       -30026.311   -30046.141       19.830   799.0
0.6600       -30026.330   -30046.463       20.133   811.2
0.6610       -30026.327   -30046.516       20.188   813.5
0.6620       -30026.363   -30046.227       19.864   800.4
0.6630       -30026.415   -30045.715       19.300   777.7
0.6640       -30026.397   -30045.273       18.877   760.6
0.6650       -30026.413   -30045.299       18.886   761.0
0.6660       -30026.449   -30045.842       19.393   781.4
0.6670       -30026.400   -30046.592       20.192   813.6
0.6680       -30026.421   -30047.176       20.755   836.3
0.6690       -30026.403   -30047.303       20.900   842.1
0.6700       -30026.409   -30046.959       20.550   828.0
0.6710       -30026.420   -30046.385       19.964   804.4
0.6720       -30026.432   -30046.070       19.638   791.3
0.6730       -30026.423   -30046.287       19.864   800.4
0.6740       -30026.418   -30046.799       20.381   821.2
0.6750       -30026.407   -30047.174       20.767   836.8
0.6760       -30026.458   -30047.174       20.715   834.7
0.6770       -30026.518   -30046.869       20.352   820.0
0.6780       -30026.549   -30046.502       19.953   804.0
0.6790       -30026.514   -30046.389       19.875   800.8
0.6800       -30026.540   -30046.586       20.046   807.7
0.6810       -30026.523   -30046.857       20.335   819.4
0.6820       -30026.525   -30047.012       20.487   825.5
0.6830       -30026.548   -30047.020       20.472   824.9
0.6840       -30026.552   -30046.955       20.403   822.1
0.6850       -30026.575   -30046.941       20.366   820.6
0.6860       -30026.582   -30047.061       20.478   825.1
0.6870       -30026.586   -30047.268       20.682   833.3
0.6880       -30026.610   -30047.471       20.861   840.6
0.6890       -30026.572   -30047.518       20.946   844.0
0.6900       -30026.556   -30047.324       20.768   836.8
0.6910       -30026.538   -30046.955       20.417   822.7
0.6920       -30026.562   -30046.611       20.049   807.8
0.6930       -30026.602   -30046.527       19.925   802.9
0.6940       -30026.568   -30046.686       20.118   810.6
0.6950       -30026.537   -30046.908       20.371   820.8
0.6960       -30026.541   -30047.070       20.529   827.2
0.6970       -30026.537   -30047.066       20.530   827.2
0.6980       -30026.560   -30046.869       20.309   818.3
0.6990       -30026.602   -30046.574       19.972   804.7
0.7000       -30026.651   -30046.322       19.672   792.6
0.7010       -30026.626   -30046.287       19.661   792.2
0.7020       -30026.692   -30046.434       19.742   795.5
0.7030       -30026.725   -30046.609       19.885   801.2
0.7040       -30026.780   -30046.752       19.971   804.7
0.7050       -30026.759   -30046.779       20.020   806.7
0.7060       -30026.742   -30046.688       19.946   803.7
0.7070       -30026.800   -30046.523       19.724   794.7
0.7080       -30026.830   -30046.379       19.549   787.7
0.7090       -30026.875   -30046.234       19.359   780.0
0.7100       -30026.882   -30046.086       19.203   773.8
0.7110       -30026.888   -30045.988       19.100   769.6
0.7120       -30026.902   -30046.117       19.216   774.3
0.7130       -30026.895   -30046.504       19.609   790.1
0.7140       -30026.929   -30046.988       20.060   808.3
0.7150       -30026.956   -30047.266       20.310   818.4
0.7160       -30026.996   -30047.104       20.108   810.2
0.7170       -30027.094   -30046.633       19.538   787.3
0.7180       -30027.146   -30046.225       19.079   768.8
0.7190       -30027.121   -30046.203       19.082   768.9
0.7200       -30027.180   -30046.467       19.287   777.1
0.7210       -30027.208   -30046.645       19.437   783.2
0.7220       -30027.265   -30046.594       19.329   778.8
0.7230       -30027.261   -30046.385       19.124   770.6
0.7240       -30027.262   -30046.205       18.943   763.3
0.7250       -30027.274   -30046.191       18.917   762.2
0.7260       -30027.233   -30046.309       19.076   768.6
0.7270       -30027.191   -30046.406       19.216   774.3
0.7280       -30027.125   -30046.381       19.256   775.9
0.7290       -30027.121   -30046.289       19.168   772.4
0.7300       -30027.114   -30046.268       19.154   771.8
0.7310       -30027.135   -30046.438       19.302   777.7
0.7320       -30027.155   -30046.770       19.615   790.3
0.7330       -30027.161   -30047.035       19.874   800.8
0.7340       -30027.214   -30047.043       19.829   799.0
0.7350       -30027.234   -30046.682       19.447   783.6
0.7360       -30027.295   -30046.113       18.818   758.2
0.7370       -30027.330   -30045.668       18.338   738.9
0.7380       -30027.363   -30045.561       18.198   733.3
0.7390       -30027.370   -30045.713       18.343   739.1
0.7400       -30027.414   -30045.990       18.577   748.5
0.7410       -30027.476   -30046.277       18.802   757.6
0.7420       -30027.460   -30046.488       19.028   766.7
0.7430       -30027.512   -30046.598       19.086   769.0
0.7440       -30027.458   -30046.582       19.124   770.6
0.7450       -30027.451   -30046.564       19.113   770.1
0.7460       -30027.457   -30046.590       19.133   770.9
0.7470       -30027.521   -30046.672       19.151   771.6
0.7480       -30027.539   -30046.711       19.171   772.5
0.7490       -30027.549   -30046.639       19.090   769.2
0.7500       -30027.545   -30046.473       18.928   762.7
0.7510       -30027.528   -30046.332       18.804   757.7
0.7520       -30027.567   -30046.361       18.794   757.3
0.7530       -30027.639   -30046.521       18.882   760.8
0.7540       -30027.689   -30046.615       18.926   762.6
0.7550       -30027.725   -30046.535       18.810   757.9
0.7560       -30027.704   -30046.365       18.661   751.9
0.7570       -30027.705   -30046.236       18.531   746.7
0.7580       -30027.757   -30046.311       18.554   747.6
0.7590       -30027.752   -30046.611       18.859   759.9
0.7600       -30027.770   -30046.949       19.180   772.8
0.7610       -30027.789   -30047.141       19.352   779.8
0.7620       -30027.814   -30047.121       19.308   778.0
0.7630       -30027.855   -30046.982       19.127   770.7
0.7640       -30027.826   -30046.797       18.971   764.4
0.7650       -30027.788   -30046.654       18.866   760.2
0.7660       -30027.783   -30046.572       18.789   757.1
0.7670       -30027.858   -30046.545       18.687   753.0
0.7680       -30027.885   -30046.564       18.680   752.7
0.7690       -30027.894   -30046.594       18.700   753.5
0.7700       -30027.931   -30046.619       18.688   753.0
0.7710       -30027.981   -30046.662       18.681   752.7
0.7720       -30027.962   -30046.727       18.764   756.1
0.7730       -30027.971   -30046.826       18.855   759.7
0.7740       -30027.910   -30046.793       18.883   760.9
0.7750       -30027.952   -30046.533       18.582   748.7
0.7760       -30027.980   -30046.135       18.155   731.5
0.7770       -30028.015   -30045.871       17.856   719.5
0.7780       -30027.998   -30045.996       17.998   725.2
0.7790       -30028.008   -30046.451       18.444   743.2
0.7800       -30027.970   -30046.922       18.952   763.6
0.7810       -30028.012   -30047.049       19.037   767.1
0.7820       -30028.009   -30046.742       18.733   754.8
0.7830       -30028.028   -30046.100       18.072   728.2
0.7840       -30027.987   -30045.547       17.560   707.6
0.7850       -30028.011   -30045.521       17.510   705.6
0.7860       -30027.986   -30046.041       18.055   727.5
0.7870       -30028.029   -30046.703       18.674   752.4
0.7880       -30028.072   -30047.131       19.059   768.0
0.7890       -30028.057   -30047.227       19.170   772.4
0.7900       -30028.042   -30047.072       19.030   766.8
0.7910       -30028.039   -30046.715       18.676   752.5
0.7920       -30028.055   -30046.201       18.146   731.2
0.7930       -30028.065   -30045.836       17.771   716.0
0.7940       -30028.083   -30045.908       17.825   718.2
0.7950       -30028.079   -30046.361       18.283   736.7
0.7960       -30028.067   -30046.832       18.765   756.1
0.7970       -30028.083   -30047.047       18.964   764.1
0.7980       -30028.135   -30046.898       18.763   756.0
0.7990       -30028.096   -30046.486       18.391   741.0
0.8000       -30028.114   -30046.162       18.048   727.2
0.8010       -30028.130   -30046.164       18.035   726.7
0.8020       -30028.161   -30046.455       18.294   737.1
0.8030       -30028.208   -30046.725       18.517   746.1
0.8040       -30028.214   -30046.811       18.596   749.3
0.8050       -30028.216   -30046.770       18.554   747.6
0.8060       -30028.230   -30046.754       18.524   746.4
0.8070       -30028.266   -30046.850       18.584   748.8
0.8080       -30028.273   -30046.998       18.725   754.5
0.8090       -30028.278   -30047.084       18.806   757.8
0.8100       -30028.298   -30047.076       18.778   756.6
0.8110       -30028.326   -30047.078       18.752   755.6
0.8120       -30028.343   -30047.148       18.806   757.7
0.8130       -30028.347   -30047.328       18.981   764.8
0.8140       -30028.402   -30047.479       19.076   768.6
0.8150       -30028.430   -30047.428       18.998   765.5
0.8160       -30028.476   -30047.094       18.617   750.2
0.8170       -30028.487   -30046.652       18.166   732.0
0.8180       -30028.472   -30046.393       17.921   722.1
0.8190       -30028.449   -30046.537       18.088   728.8
0.8200       -30028.388   -30046.912       18.524   746.4
0.8210       -30028.431   -30047.238       18.807   757.8
0.8220       -30028.432   -30047.311       18.879   760.7
0.8230       -30028.391   -30047.193       18.803   757.6
0.8240       -30028.368   -30047.031       18.663   752.0
0.8250       -30028.416   -30046.998       18.582   748.7
0.8260       -30028.473   -30047.068       18.595   749.3
0.8270       -30028.510   -30047.211       18.701   753.5
0.8280       -30028.506   -30047.350       18.843   759.3
0.8290       -30028.580   -30047.451       18.871   760.4
0.8300       -30028.664   -30047.496       18.832   758.8
0.8310       -30028.680   -30047.387       18.707   753.8
0.8320       -30028.738   -30047.176       18.438   742.9
0.8330       -30028.762   -30046.957       18.195   733.2
0.8340       -30028.787   -30046.877       18.090   728.9
0.8350       -30028.837   -30046.971       18.134   730.7
0.8360       -30028.866   -30047.145       18.279   736.5
0.8370       -30028.896   -30047.271       18.376   740.4
0.8380       -30028.967   -30047.271       18.305   737.6
0.8390       -30028.943   -30047.162       18.219   734.1
0.8400       -30028.948   -30047.014       18.066   727.9
0.8410       -30028.980   -30046.928       17.948   723.2
0.8420       -30028.995   -30046.934       17.939   722.8
0.8430       -30029.016   -30047.016       18.000   725.3
0.8440       -30029.027   -30047.131       18.104   729.5
0.8450       -30029.002   -30047.166       18.164   731.9
0.8460       -30029.058   -30047.168       18.110   729.7
0.8470       -30029.103   -30047.244       18.141   731.0
0.8480       -30029.126   -30047.568       18.443   743.1
0.8490       -30029.090   -30047.979       18.888   761.1
0.8500       -30029.098   -30048.227       19.129   770.8
0.8510       -30029.112   -30048.145       19.032   766.9
0.8520       -30029.161   -30047.871       18.710   753.9
0.8530       -30029.135   -30047.578       18.444   743.2
0.8540       -30029.135   -30047.461       18.326   738.4
0.8550       -30029.100   -30047.568       18.468   744.1
0.8560       -30029.149   -30047.773       18.625   750.5
0.8570       -30029.179   -30047.941       18.762   756.0
0.8580       -30029.142   -30048.086       18.944   763.3
0.8590       -30029.116   -30048.205       19.089   769.2
0.8600       -30029.127   -30048.279       19.153   771.7
0.8610       -30029.140   -30048.318       19.178   772.8
0.8620       -30029.201   -30048.428       19.227   774.7
0.8630       -30029.198   -30048.535       19.337   779.1
0.8640       -30029.216   -30048.590       19.374   780.6
0.8650       -30029.257   -30048.508       19.251   775.7
0.8660       -30029.299   -30048.277       18.978   764.7
0.8670       -30029.296   -30048.004       18.708   753.8
0.8680       -30029.307   -30047.859       18.553   747.6
0.8690       -30029.294   -30047.900       18.607   749.7
0.8700       -30029.324   -30048.016       18.692   753.2
0.8710       -30029.380   -30048.062       18.683   752.8
0.8720       -30029.380   -30048.076       18.697   753.4
0.8730       -30029.370   -30048.127       18.757   755.8
0.8740       -30029.361   -30048.166       18.805   757.7
0.8750       -30029.315   -30048.127       18.812   758.0
0.8760       -30029.365   -30047.996       18.632   750.7
0.8770       -30029.428   -30047.939       18.512   745.9
0.8780       -30029.382   -30048.104       18.721   754.4
0.8790       -30029.342   -30048.439       19.097   769.5
0.8800       -30029.386   -30048.717       19.331   778.9
0.8810       -30029.455   -30048.775       19.320   778.5
0.8820       -30029.478   -30048.650       19.172   772.5
0.8830       -30029.540   -30048.445       18.905   761.8
0.8840       -30029.572   -30048.213       18.640   751.1
0.8850       -30029.567   -30047.977       18.409   741.8
0.8860       -30029.567   -30047.861       18.294   737.1
0.8870       -30029.605   -30047.938       18.332   738.7
0.8880       -30029.649   -30048.096       18.447   743.3
0.8890       -30029.646   -30048.174       18.528   746.6
0.8900       -30029.708   -30048.102       18.393   741.1
0.8910       -30029.679   -30047.992       18.313   737.9
0.8920       -30029.682   -30048.014       18.332   738.7
0.8930       -30029.688   -30048.242       18.554   747.6
0.8940       -30029.706   -30048.537       18.831   758.8
0.8950       -30029.639   -30048.643       19.003   765.7
0.8960       -30029.671   -30048.512       18.840   759.1
0.8970       -30029.704   -30048.215       18.511   745.9
0.8980       -30029.675   -30047.934       18.259   735.7
0.8990       -30029.718   -30047.754       18.036   726.7
0.9000       -30029.718   -30047.713       17.995   725.1
0.9010       -30029.759   -30047.842       18.083   728.6
0.9020       -30029.787   -30048.113       18.327   738.4
0.9030       -30029.774   -30048.383       18.609   749.8
0.9040       -30029.758   -30048.531       18.773   756.4
0.9050       -30029.816   -30048.514       18.698   753.4
0.9060       -30029.759   -30048.396       18.638   751.0
0.9070       -30029.752   -30048.320       18.568   748.2
0.9080       -30029.788   -30048.393       18.605   749.7
0.9090       -30029.819   -30048.594       18.774   756.5
0.9100       -30029.863   -30048.863       19.000   765.6
0.9110       -30029.911   -30049.041       19.130   770.8
0.9120       -30029.905   -30049.002       19.097   769.5
0.9130       -30029.918   -30048.789       18.871   760.4
0.9140       -30029.955   -30048.547       18.592   749.1
0.9150       -30030.014   -30048.438       18.424   742.4
0.9160       -30030.034   -30048.459       18.425   742.4
0.9170       -30030.032   -30048.531       18.499   745.4
0.9180       -30030.026   -30048.605       18.579   748.6
0.9190       -30030.040   -30048.650       18.611   749.9
0.9200       -30030.054   -30048.617       18.563   748.0
0.9210       -30030.093   -30048.477       18.383   740.7
0.9220       -30030.111   -30048.266       18.154   731.5
0.9230       -30030.177   -30048.086       17.909   721.6
0.9240       -30030.170   -30047.982       17.813   717.7
0.9250       -30030.195   -30047.967       17.772   716.1
0.9260       -30030.175   -30047.895       17.720   714.0
0.9270       -30030.193   -30047.678       17.484   704.5
0.9280       -30030.208   -30047.381       17.173   691.9
0.9290       -30030.209   -30047.172       16.963   683.5
0.9300       -30030.243   -30047.137       16.894   680.7
0.9310       -30030.261   -30047.291       17.030   686.2
0.9320       -30030.254   -30047.504       17.250   695.1
0.9330       -30030.281   -30047.721       17.440   702.7
0.9340       -30030.302   -30047.896       17.595   709.0
0.9350       -30030.309   -30047.988       17.679   712.4
0.9360       -30030.226   -30047.980       17.754   715.4
0.9370       -30030.243   -30047.910       17.667   711.9
0.9380       -30030.214   -30047.822       17.609   709.5
0.9390       -30030.157   -30047.838       17.681   712.4
0.9400       -30030.134   -30047.896       17.763   715.7
0.9410       -30030.166   -30047.971       17.805   717.4
0.9420       -30030.142   -30047.979       17.836   718.7
0.9430       -30030.121   -30047.912       17.791   716.9
0.9440       -30030.149   -30047.775       17.626   710.2
0.9450       -30030.184   -30047.725       17.541   706.8
0.9460       -30030.185   -30047.730       17.545   707.0
0.9470       -30030.200   -30047.750       17.550   707.2
0.9480       -30030.144   -30047.738       17.594   708.9
0.9490       -30030.155   -30047.789       17.634   710.5
0.9500       -30030.227   -30047.945       17.718   713.9
0.9510       -30030.229   -30048.107       17.879   720.4
0.9520       -30030.252   -30048.176       17.924   722.2
0.9530       -30030.272   -30048.016       17.744   714.9
0.9540       -30030.313   -30047.682       17.368   699.8
0.9550       -30030.316   -30047.400       17.084   688.4
0.9560       -30030.326   -30047.439       17.114   689.6
0.9570       -30030.383   -30047.809       17.425   702.1
0.9580       -30030.445   -30048.230       17.785   716.6
0.9590       -30030.407   -30048.473       18.066   727.9
0.9600       -30030.336   -30048.479       18.143   731.0
0.9610       -30030.330   -30048.367       18.037   726.8
0.9620       -30030.415   -30048.248       17.833   718.6
0.9630       -30030.438   -30048.201       17.763   715.7
0.9640       -30030.404   -30048.250       17.846   719.1
0.9650       -30030.419   -30048.273       17.855   719.4
0.9660       -30030.420   -30048.252       17.832   718.5
0.9670       -30030.462   -30048.150       17.688   712.7
0.9680       -30030.471   -30047.965       17.494   704.9
0.9690       -30030.463   -30047.799       17.336   698.5
0.9700       -30030.494   -30047.666       17.172   691.9
0.9710       -30030.474   -30047.600       17.125   690.0
0.9720       -30030.501   -30047.584       17.083   688.3
0.9730       -30030.503   -30047.566       17.063   687.5
0.9740       -30030.516   -30047.494       16.978   684.1
0.9750       -30030.563   -30047.352       16.788   676.5
0.9760       -30030.612   -30047.215       16.603   669.0
0.9770       -30030.649   -30047.076       16.427   661.9
0.9780       -30030.650   -30047.002       16.352   658.9
0.9790       -30030.662   -30047.002       16.340   658.4
0.9800       -30030.675   -30047.098       16.423   661.7
0.9810       -30030.716   -30047.211       16.495   664.7
0.9820       -30030.725   -30047.270       16.545   666.7
0.9830       -30030.658   -30047.279       16.622   669.7
0.9840       -30030.673   -30047.299       16.626   669.9
0.9850       -30030.710   -30047.371       16.661   671.3
0.9860       -30030.704   -30047.525       16.822   677.8
0.9870       -30030.703   -30047.676       16.973   683.9
0.9880       -30030.722   -30047.705       16.983   684.3
0.9890       -30030.741   -30047.564       16.824   677.9
0.9900       -30030.783   -30047.395       16.611   669.3
0.9910       -30030.790   -30047.348       16.557   667.1
0.9920       -30030.828   -30047.473       16.645   670.7
0.9930       -30030.814   -30047.584       16.770   675.7
0.9940       -30030.798   -30047.527       16.730   674.1
0.9950       -30030.818   -30047.262       16.443   662.6
0.9960       -30030.863   -30046.908       16.045   646.5
0.9970       -30030.907   -30046.641       15.734   634.0
0.9980       -30030.933   -30046.600       15.667   631.3
0.9990       -30030.957   -30046.740       15.783   636.0
1.0000       -30030.973   -30046.969       15.996   644.5
1.0010       -30030.955   -30047.211       16.256   655.0
1.0020       -30030.944   -30047.449       16.505   665.0
1.0030       -30030.952   -30047.662       16.710   673.3
1.0040       -30030.977   -30047.746       16.769   675.7
1.0050       -30031.028   -30047.691       16.663   671.4
1.0060       -30031.052   -30047.617       16.565   667.5
1.0070       -30031.017   -30047.738       16.721   673.8
1.0080       -30030.960   -30048.070       17.111   689.5
1.0090       -30030.949   -30048.451       17.503   705.2
1.0100       -30030.981   -30048.689       17.709   713.5
1.0110       -30031.022   -30048.689       17.668   711.9
1.0120       -30031.030   -30048.508       17.478   704.2
1.0130       -30031.103   -30048.322       17.220   693.8
1.0140       -30031.132   -30048.250       17.118   689.7
1.0150       -30031.129   -30048.270       17.140   690.6
1.0160       -30031.169   -30048.297       17.128   690.1
1.0170       -30031.174   -30048.248       17.074   688.0
1.0180       -30031.171   -30048.141       16.970   683.8
1.0190       -30031.231   -30048.016       16.785   676.3
1.0200       -30031.252   -30047.938       16.686   672.3
1.0210       -30031.222   -30047.889       16.667   671.6
1.0220       -30031.226   -30047.881       16.655   671.1
1.0230       -30031.246   -30047.889       16.642   670.6
1.0240       -30031.325   -30047.865       16.541   666.5
1.0250       -30031.351   -30047.785       16.434   662.2
1.0260       -30031.343   -30047.674       16.331   658.0
1.0270       -30031.361   -30047.590       16.229   653.9
1.0280       -30031.385   -30047.570       16.185   652.2
1.0290       -30031.369   -30047.629       16.260   655.2
1.0300       -30031.370   -30047.707       16.337   658.3
1.0310       -30031.372   -30047.744       16.372   659.7
1.0320       -30031.326   -30047.719       16.393   660.5
1.0330       -30031.266   -30047.643       16.376   659.9
1.0340       -30031.264   -30047.650       16.386   660.3
1.0350       -30031.246   -30047.771       16.526   665.9
1.0360       -30031.308   -30048.066       16.759   675.3
1.0370       -30031.330   -30048.424       17.093   688.8
1.0380       -30031.412   -30048.713       17.301   697.1
1.0390       -30031.397   -30048.814       17.418   701.8
1.0400       -30031.434   -30048.707       17.273   696.0
1.0410       -30031.490   -30048.484       16.994   684.7
1.0420       -30031.468   -30048.227       16.758   675.3
1.0430       -30031.514   -30048.068       16.555   667.0
1.0440       -30031.498   -30048.025       16.527   665.9
1.0450       -30031.541   -30048.143       16.601   668.9
1.0460       -30031.512   -30048.303       16.790   676.5
1.0470       -30031.521   -30048.393       16.871   679.8
1.0480       -30031.526   -30048.393       16.867   679.6
1.0490       -30031.537   -30048.273       16.737   674.4
1.0500       -30031.595   -30048.117       16.522   665.7
1.0510       -30031.590   -30048.000       16.410   661.2
1.0520       -30031.609   -30048.033       16.424   661.8
1.0530       -30031.599   -30048.131       16.532   666.1
1.0540       -30031.613   -30048.275       16.662   671.4
1.0550       -30031.647   -30048.439       16.793   676.6
1.0560       -30031.682   -30048.559       16.877   680.0
1.0570       -30031.701   -30048.539       16.838   678.5
1.0580       -30031.696   -30048.373       16.677   672.0
1.0590       -30031.701   -30048.176       16.475   663.8
1.0600       -30031.736   -30048.031       16.295   656.6
1.0610       -30031.752   -30047.994       16.242   654.5
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -30033.602   -30041.166        7.564   304.8
0.0010       -30033.600   -30040.422        6.822   274.9
0.0020       -30033.576   -30039.535        5.959   240.1
0.0030       -30033.553   -30039.850        6.296   253.7
0.0040       -30033.578   -30040.637        7.058   284.4
0.0050       -30033.557   -30040.240        6.683   269.3
0.0060       -30033.559   -30039.578        6.019   242.5
0.0070       -30033.548   -30039.809        6.260   252.3
0.0080       -30033.542   -30040.689        7.148   288.0
0.0090       -30033.584   -30041.217        7.633   307.5
0.0100       -30033.579   -30040.494        6.915   278.6
0.0110       -30033.592   -30039.516        5.923   238.7
0.0120       -30033.599   -30039.605        6.006   242.0
0.0130       -30033.589   -30040.420        6.831   275.3
0.0140       -30033.591   -30040.822        7.231   291.4
0.0150       -30033.593   -30040.396        6.803   274.1
0.0160       -30033.597   -30039.973        6.375   256.9
0.0170       -30033.593   -30040.537        6.944   279.8
0.0180       -30033.622   -30041.648        8.027   323.4
0.0190       -30033.577   -30041.422        7.845   316.1
0.0200       -30033.590   -30040.402        6.813   274.5
0.0210       -30033.582   -30039.955        6.373   256.8
0.0220       -30033.548   -30040.125        6.577   265.0
0.0230       -30033.611   -30040.193        6.583   265.2
0.0240       -30033.601   -30039.881        6.279   253.0
0.0250       -30033.591   -30039.812        6.222   250.7
0.0260       -30033.565   -30040.262        6.696   269.8
0.0270       -30033.574   -30040.521        6.948   280.0
0.0280       -30033.565   -30040.473        6.907   278.3
0.0290       -30033.622   -30040.260        6.638   267.5
0.0300       -30033.618   -30039.990        6.373   256.8
0.0310       -30033.633   -30039.898        6.265   252.4
0.0320       -30033.673   -30039.695        6.022   242.7
0.0330       -30033.692   -30039.346        5.654   227.8
0.0340       -30033.689   -30039.277        5.589   225.2
0.0350       -30033.676   -30039.828        6.152   247.9
0.0360       -30033.681   -30040.623        6.942   279.7
0.0370       -30033.657   -30040.986        7.329   295.3
0.0380       -30033.669   -30040.736        7.068   284.8
0.0390       -30033.656   -30040.578        6.922   278.9
0.0400       -30033.638   -30040.969        7.331   295.4
0.0410       -30033.652   -30040.879        7.227   291.2
0.0420       -30033.624   -30040.373        6.749   271.9
0.0430       -30033.610   -30039.967        6.357   256.2
0.0440       -30033.606   -30039.902        6.296   253.7
0.0450       -30033.607   -30040.092        6.485   261.3
0.0460       -30033.598   -30040.283        6.685   269.4
0.0470       -30033.611   -30040.494        6.883   277.3
0.0480       -30033.624   -30040.730        7.107   286.4
0.0490       -30033.597   -30040.539        6.942   279.7
0.0500       -30033.628   -30040.074        6.446   259.7
0.0510       -30033.602   -30039.957        6.355   256.1
0.0520       -30033.567   -30039.830        6.264   252.4
0.0530       -30033.576   -30039.596        6.020   242.6
0.0540       -30033.550   -30039.555        6.005   241.9
0.0550       -30033.563   -30039.668        6.105   246.0
0.0560       -30033.576   -30039.871        6.295   253.7
0.0570       -30033.547   -30040.219        6.671   268.8
0.0580       -30033.519   -30040.516        6.996   281.9
0.0590       -30033.503   -30040.445        6.942   279.7
0.0600       -30033.499   -30040.238        6.739   271.5
0.0610       -30033.503   -30040.107        6.604   266.1
0.0620       -30033.531   -30039.902        6.371   256.7
0.0630       -30033.517   -30039.785        6.268   252.6
0.0640       -30033.524   -30039.834        6.310   254.3
0.0650       -30033.533   -30039.912        6.380   257.1
0.0660       -30033.538   -30040.270        6.731   271.2
0.0670       -30033.554   -30040.824        7.271   293.0
0.0680       -30033.568   -30041.020        7.451   300.2
0.0690       -30033.559   -30040.662        7.103   286.2
0.0700       -30033.574   -30040.395        6.820   274.8
0.0710       -30033.602   -30040.352        6.750   272.0
0.0720       -30033.543   -30040.205        6.662   268.4
